Timestamp,Message,Committer,Added,Removed,File
1512378199," ""Add a factory method to return CompletableFuture assertion from a CompletionStage"""," ""Thibault Kruse""",16,0,src/main/java/org/assertj/core/api/AssertionsForClassTypes.java
1512293474," ""Add catchThrowableOfType assertion to do typesafe downcast"""," ""Fr Jeremy Krieg""",42,1,src/main/java/org/assertj/core/api/Assertions.java
1512293474," ""Add catchThrowableOfType assertion to do typesafe downcast"""," ""Fr Jeremy Krieg""",43,3,src/main/java/org/assertj/core/api/AssertionsForClassTypes.java
1512256497," ""Allow to set a description in assertThatThrownByFixes 763"""," ""Joel Costigliola""",37,0,src/main/java/org/assertj/core/api/Assertions.java
1512256497," ""Allow to set a description in assertThatThrownByFixes 763"""," ""Joel Costigliola""",59,12,src/main/java/org/assertj/core/api/AssertionsForClassTypes.java
1512182078," ""Breaking change do not check actual or expected for null before applying a custom comparator as the comparator might consider null to be equals to some special value like blank String and nullFixes 1121"""," ""Joel Costigliola""",21,32,src/main/java/org/assertj/core/internal/AbstractComparisonStrategy.java
1512182078," ""Breaking change do not check actual or expected for null before applying a custom comparator as the comparator might consider null to be equals to some special value like blank String and nullFixes 1121"""," ""Joel Costigliola""",38,41,src/main/java/org/assertj/core/internal/ComparatorBasedComparisonStrategy.java
1512106434," ""Use a TreeMap for default comparators by fieldproperty to have reliable ordering when displaying used comparators"""," ""Joel Costigliola""",2,2,src/main/java/org/assertj/core/api/AbstractIterableAssert.java
1512106434," ""Use a TreeMap for default comparators by fieldproperty to have reliable ordering when displaying used comparators"""," ""Joel Costigliola""",2,2,src/main/java/org/assertj/core/api/AbstractObjectAssert.java
1512033635," ""Fix isEqualTo typo 1124Remove a source of confusion when reading the docs"""," ""Pontus Alexander""",2,2,src/main/java/org/assertj/core/api/AbstractObjectAssert.java
